"Story","Title","Result","Date","Stability","Duration (s)"
"Adquirir un seguro de vida","Solicitud para realizar compra del seguro de vida digital por medio de la pagina web sura","ERROR","2022-06-08T12:18:58.636-05:00[America/Bogota]","0.0","25.93"
